암호화요양기호,요양기관명,종별코드,종별코드명,시도코드,시도코드명,시군구코드,시군구코드명,읍면동,주소,전화번호,병원URL,개설일자,총의사수,의과일반의 인원수,의과인턴 인원수,의과레지던트 인원수,의과전문의 인원수,치과일반의 인원수,치과인턴 인원수,치과레지던트 인원수,치과전문의 인원수,한방일반의 인원수,한방인턴 인원수,한방레지던트 인원수,한방전문의 인원수,x좌표,y좌표,조사기간,병원홈페이지,조산사 인원수,좌표(X),좌표(Y),equitments,levels,grade
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQxMyQzNjE4MzIjNjEjJDEjJDQjJDgz,아미나요양병원,28,요양병원,110000,서울,110016,종로구,,"서울특별시 종로구 경희궁길 26 썬타워빌딩 지하1층, 지상2,3,4,5,6,7층 (신문로2가)",02-730-7777,,20210527.0,3,0,0,0,2,0,0,0,0,1,0,0,0,,,202212,,0.0,126.9710062,37.5722657,0.0003443526170798,0.0714285714285714,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ3OSQzNjE4MzIjNTEjJDEjJDYjJDgz,양천효요양병원,28,요양병원,110000,서울,110020,양천구,,"서울특별시 양천구 오목로 121 (신정동, 양천효요양병원)",02-2696-6568,,20070601.0,2,1,0,0,1,0,0,0,0,0,0,0,0,,,202212,,0.0,126.8511383,37.5242934,0.0003443526170798,0.0714285714285714,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ2MiQyNjE4MzIjNjEjJDEjJDgjJDgz,에스엠씨요양병원,28,요양병원,110000,서울,110009,마포구,,"서울특별시 마포구 월드컵북로 165 지하1층~5층 (성산동, SMC)",02-374-3111,,20120803.0,2,0,0,0,2,0,0,0,0,0,0,0,0,,,202212,,0.0,126.9098646,37.5668808,0.0122491145218417,0.0714285714285714,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ3MiQ0NjEwMDIjNTEjJDEjJDIjJDgz,연세베스트요양병원,28,요양병원,110000,서울,110013,영등포구,,"서울특별시 영등포구 여의대방로 203 (신길동, 일이빌딩)",02-6959-9600,,20180405.0,7,1,0,0,5,0,0,0,0,1,0,0,0,,,202212,http://www.bestyoyang.com,0.0,126.9220173,37.5053854,0.0071301247771836,0.0714285714285714,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ4MiQzNjE0ODEjODEjJDEjJDYjJDgz,연세에덴요양병원,28,요양병원,110000,서울,110015,은평구,녹번동,서울특별시 은평구 통일로 669 (녹번동),1577-5046,,20110715.0,5,1,0,0,3,0,0,0,0,1,0,0,0,,,202212,,0.0,126.9334089,37.606152,0.0092570085885593,0.0714285714285714,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQzIyQxMyQyNjE0ODEjNjEjJDEjJDQjJDgz,연세제일요양병원,28,요양병원,110000,서울,110008,동작구,,"서울특별시 동작구 성대로 43 (상도동, 우리빌딩)",02-3445-7575,,20081215.0,2,1,0,0,1,0,0,0,0,0,0,0,0,,,202212,http://www.seoul7575.co.kr,0.0,126.9336821,37.4989812,0.0119047619047619,0.0714285714285714,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ5MiQyNjE4MzIjODEjJDEjJDIjJDgz,오케이요양병원,28,요양병원,110000,서울,110005,구로구,,"서울특별시 구로구 중앙로 64 고척프라자 가동 4,5층/나동3,4층 (고척동)",02-2616-7755,,20190115.0,6,0,0,0,4,0,0,0,0,1,0,0,1,,,202212,http://okyoyang.co.kr/,0.0,126.8627487,37.5037585,0.0084670231729055,0.0714285714285714,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ4OSQzNjEyMjIjNTEjJDEjJDIjJDgz,은천요양병원,28,요양병원,110000,서울,110004,관악구,,"서울특별시 관악구 은천로 51 (봉천동, 2,3,4,5,6층)",02-882-6900,,20100429.0,6,0,0,0,6,0,0,0,0,0,0,0,0,,,202212,http://echospital.co.kr,0.0,126.9411916,37.4862977,0.0122491145218417,0.0714285714285714,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQxMyQ0NjEwMDIjNjEjJDEjJDQjJDgz,의료법인 미소들노인전문병원,28,요양병원,110000,서울,110005,구로구,,"서울특별시 구로구 고척로21나길 88-41 (개봉동, 미소들병원)",02-3666-1114,,20080225.0,9,0,0,0,8,0,0,0,0,1,0,0,0,,,202212,,0.0,126.841198,37.5029058,0.024179919901845,0.0714285714285714,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQyIyQ3IyQwMCQyNjEyMjIjNjEjJDEjJDAjJDgz,의료법인 부원의료재단 서초요양병원,28,요양병원,110000,서울,110021,서초구,,서울특별시 서초구 반포대로9길 42 (서초동),521-8275,,20071231.0,3,0,0,0,2,0,0,0,0,1,0,0,0,,,202212,http://www.caredr.co.kr/,0.0,127.0093677,37.4831324,0.0003443526170798,0.0714285714285714,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQxMyQzNjEyMjIjNDEjJDEjJDgjJDgz,의료법인 어울림의료재단 정성요양병원,28,요양병원,110000,서울,110005,구로구,,"서울특별시 구로구 남부순환로 1287, 정성요양병원 2.3.5층 남부순환로 107길 1287 정성요양병원 2.3.5층 남부순환로 107길 24동 (가리봉동)",02-863-8636,,20070808.0,7,2,0,0,4,0,0,0,0,1,0,0,0,,,202212,,0.0,126.8938864,37.478969,0.0062388591800356,0.0714285714285714,0.6
JDQ4MTg4MSM1MSMkMSMkNCMkOTkkNTgxMzUxIzExIyQxIyQzIyQ3OSQyNjE0ODEjNTEjJDEjJDYjJDgz,의료법인 참예원의료재단 서초참요양병원,28,요양병원,110000,서울,110021,서초구,,"서울특별시 서초구 양재대로 54 지1,2층, 2~9층 (우면동, 서초참병원)",02-6081-2114,,20160311.0,6,0,0,0,5,0,0,0,0,0,0,0,1,,,202212,,0.0,127.0253605,37.4597639,0.0223214285714285,0.0714285714285714,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ2MiQ0NjEwMDIjNjEjJDEjJDQjJDgz,의료법인 행복나눔의료재단 사랑요양병원,28,요양병원,110000,서울,110022,노원구,,"서울특별시 노원구 동일로243길 45 (상계동, 사랑요양병원)",02-933-1114,,20170608.0,4,0,0,0,3,0,0,0,0,1,0,0,0,,,202212,,0.0,127.0526264,37.6784546,0.0089126559714795,0.0714285714285714,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ4OSQzNjE0ODEjNTEjJDEjJDIjJDgz,의료법인덕수의료재단보라매요양병원,28,요양병원,110000,서울,110008,동작구,대방동,서울특별시 동작구 여의대방로 134 (대방동),02-812-7777,,20130801.0,2,0,0,0,2,0,0,0,0,0,0,0,0,,,202212,,0.0,126.9206891,37.4988584,0.0003443526170798,0.0714285714285714,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ4OSQzNjEwMDIjNDEjJDEjJDgjJDgz,의료법인에이치엠피의료재단녹십초요양병원,28,요양병원,110000,서울,110008,동작구,,서울특별시 동작구 시흥대로 634 (신대방동),02-848-0100,,20071023.0,5,1,0,0,3,0,0,0,0,1,0,0,0,,,202212,http://www.noksibchohospital.com/,0.0,126.9066346,37.4883951,0.0003443526170798,0.0714285714285714,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQzIyQ2MiQyNjE0ODEjODEjJDEjJDYjJDgz,의료법인유라의료재단 온누리요양병원,28,요양병원,110000,서울,110012,성북구,,서울특별시 성북구 화랑로 271 (장위동),02-919-2700,,20051207.0,6,1,0,0,4,0,0,0,0,1,0,0,0,,,202212,http://www.onnurihosp.co.kr/seongbuk/index.asp,0.0,127.0587988,37.6121757,0.0122491145218417,0.0714285714285714,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ2MiQ0NjEwMDIjODEjJDEjJDYjJDgz,의료법인일맥의료재단 인애가요양병원,28,요양병원,110000,서울,110018,송파구,,서울특별시 송파구 마천로15길 6 인애가요양병원 (오금동),02-3401-2211,,20050114.0,3,0,0,0,2,0,0,0,0,1,0,0,0,,,202212,,0.0,127.1351739,37.5052639,0.0119047619047619,0.0714285714285714,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQwMyQzNjE4MzIjNDEjJDEjJDgjJDgz,의료법인참예원의료재단 성북참요양병원,28,요양병원,110000,서울,110012,성북구,,서울특별시 성북구 북악산로1길 71 (정릉동),02-912-2114,,20110426.0,6,0,0,0,5,0,0,0,0,1,0,0,0,,,202212,http://www.seongbukchamhospital.co.kr,0.0,127.0051764,37.5976225,0.0176979882862235,0.0714285714285714,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQyIyQ3IyQwMCQzNjE4MzIjNjEjJDEjJDQjJDgz,의료법인참예원의료재단 송파참요양병원,28,요양병원,110000,서울,110018,송파구,,서울특별시 송파구 마천로 164 송파참병원 (오금동),409-2114,,20100226.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,202212,http://www.chamhospital.co.kr/,0.0,127.137422,37.5035471,0.0176979882862235,0.0714285714285714,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ3OSQzNjEyMjIjNDEjJDEjJDgjJDgz,의료법인참예원의료재단강남구립행복요양병원,28,요양병원,110000,서울,110001,강남구,,"서울특별시 강남구 헌릉로590길 60 (세곡동, 강남구립 행복요양병원)",02-6053-2114,,20140331.0,8,0,0,0,7,0,0,0,0,0,0,0,1,,,202212,http://www.gangnamguhospital.kr/,0.0,127.1033786,37.4611634,0.0364029909484454,0.0714285714285714,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ4MiQyNjE4MzIjNDEjJDEjJDgjJDgz,재단법인 제중의료복지재단 제중요양병원,28,요양병원,110000,서울,110005,구로구,,"서울특별시 구로구 새말로 60 제중요양병원 지하2,동 1~9층 (구로동)",02-837-7111,,20180517.0,6,1,0,0,5,0,0,0,0,0,0,0,0,,,202212,http://www.제중요양병원.com,0.0,126.8866331,37.5032176,0.0089126559714795,0.0714285714285714,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQzIyQ4OSQyNjE0ODEjNzEjJDEjJDgjJDgz,참요양병원,28,요양병원,110000,서울,110003,강서구,,서울특별시 강서구 강서로 182 (화곡동),02-2605-2114,,20010801.0,5,0,0,0,4,0,0,0,0,1,0,0,0,,,202212,http://www.gangseochamhospital.co.kr,0.0,126.839657,37.5428714,0.0119047619047619,0.0714285714285714,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ5OSQyNjE0ODEjNDEjJDEjJDgjJDgz,트리니티요양병원,28,요양병원,110000,서울,110001,강남구,,"서울특별시 강남구 봉은사로 535 (삼성동, 트리니티재활병원빌딩, 지하1,2층, 지상1~11층)",547-4800,,20160421.0,4,0,0,0,3,0,0,0,0,1,0,0,0,,,202212,http://trinityhosptal.co.kr,0.0,127.0586743,37.5142582,0.0003443526170798,0.0714285714285714,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ3OSQzNjEyMjIjODEjJDEjJDIjJDgz,팔팔요양병원,28,요양병원,110000,서울,110006,도봉구,,서울특별시 도봉구 시루봉로 310 화성빌딩 (도봉동),02-3492-0888,,20220128.0,7,0,0,0,4,0,0,0,0,1,0,0,2,,,202212,http://www.88h.kr,0.0,127.0434819,37.6710214,0.0080213903743315,0.0714285714285714,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQwMyQyNjEyMjIjNzEjJDEjJDgjJDgz,편안한요양병원,28,요양병원,110000,서울,110023,광진구,,서울특별시 광진구 자양로 38 편안한요양병원 (자양동),02-456-8898,,20190701.0,5,0,0,0,4,0,0,0,0,0,0,0,1,,,202212,,0.0,127.0864533,37.5316116,0.0062388591800356,0.0714285714285714,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQwMyQyNjE0ODEjNjEjJDEjJDAjJDgz,포근한맘요양병원,28,요양병원,110000,서울,110006,도봉구,,서울특별시 도봉구 삼양로 606 2~3층 (쌍문동),02-986-9977,,20121228.0,2,0,0,0,1,0,0,0,0,1,0,0,0,,,202212,,0.0,127.013817,37.6571097,0.0003443526170798,0.0714285714285714,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQwMyQyNjEwMDIjODEjJDEjJDYjJDgz,포레힐요양병원,28,요양병원,110000,서울,110018,송파구,,서울특별시 송파구 오금로 173 (방이동),02-2203-6100,,20051020.0,2,0,0,0,1,0,0,0,0,1,0,0,0,,,202212,,0.0,127.1138182,37.5097332,0.0003443526170798,0.0714285714285714,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQyIyQxIyQwMCQyNjEwMDIjNTEjJDEjJDIjJDgz,푸르메재단 넥슨어린이재활병원,28,요양병원,110000,서울,110009,마포구,,"서울특별시 마포구 월드컵북로 494 지하1층~7층 (상암동, 푸르메재단넥슨어린이재활병원)",02-6070-9000,,20160323.0,6,0,0,0,5,0,0,0,1,0,0,0,0,,,202212,http://www.purmehospital.org,0.0,126.8805264,37.5846589,0.0104166666666666,0.5,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ5OSQzNjEwMDIjODEjJDEjJDIjJDgz,플러스요양병원,28,요양병원,110000,서울,110012,성북구,,서울특별시 성북구 솔샘로1길 19 그린존 1층~6층 (정릉동),02-6953-9856,,20220627.0,3,0,0,0,2,0,0,0,0,1,0,0,0,,,202212,,0.0,127.003965,37.6083346,0.0053475935828877,0.0714285714285714,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ5MiQ0NjEwMDIjNzEjJDEjJDgjJDgz,하나효요양병원,28,요양병원,110000,서울,110015,은평구,,서울특별시 은평구 서오릉로 149 세웅그룹빌딩 3~9층 (구산동),02-356-7007,,20070411.0,5,0,0,0,4,0,0,0,0,1,0,0,0,,,202212,,0.0,126.916228,37.6116082,0.0,0.0714285714285714,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQzIyQxMyQzNjEwMDIjNjEjJDEjJDgjJDgz,햇살요양병원,28,요양병원,110000,서울,110007,동대문구,,"서울특별시 동대문구 장한로 152 지하1~2층, 지상3 ~10층 (장안동)",02-2244-5533,,20070614.0,7,2,0,0,4,0,0,0,0,0,0,0,1,,,202212,http://www.hatsalhospital.com,0.0,127.0721814,37.5740057,0.0106951871657754,0.0714285714285714,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQxMyQ0NjE0ODEjNTEjJDEjJDYjJDgz,효림요양병원,28,요양병원,110000,서울,110007,동대문구,,서울특별시 동대문구 천호대로 259-1 (답십리동),02-962-1123,,20080918.0,7,0,0,0,6,0,0,0,0,1,0,0,0,,,202212,,0.0,127.0509535,37.5686483,0.0115864527629233,0.0714285714285714,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQyIyQzIyQwMCQzNjEwMDIjNTEjJDEjJDIjJDgz,효성요양병원,28,요양병원,110000,서울,110024,강북구,,"서울특별시 강북구 삼양로 204 (미아동, 효성요양병원)",02-988-9456,,20070117.0,4,0,0,0,3,0,0,0,0,1,0,0,0,,,202212,http://www.hshospi.com/,0.0,127.0204711,37.6220368,0.0003443526170798,0.0714285714285714,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxOTYxIzExIyQxIyQzIyQ4OSQyNjEwMDIjNDEjJDEjJDgjJDgz,국립정신건강센터,29,정신병원,110000,서울,110023,광진구,,"서울특별시 광진구 용마산로 127 (중곡동, 국립정신건강센터)",02-2204-0114,,19620201.0,34,0,0,16,17,0,0,0,1,0,0,0,0,,,202212,,0.0,127.0856522,37.5650897,0.0320893221610925,0.4285714285714285,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxOTYxIzExIyQxIyQzIyQ4OSQyNjE0ODEjNTEjJDEjJDIjJDgz,서울특별시은평병원,29,정신병원,110000,서울,110015,은평구,,서울특별시 은평구 백련산로 90 (응암동),300-8114,,19660505.0,15,0,0,5,9,0,0,0,1,0,0,0,0,,,202212,,0.0,126.923851,37.594014,0.0230101338055883,0.2142857142857142,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxOTYxIzExIyQxIyQzIyQ3OSQyNjEwMDIjNTEjJDEjJDYjJDgz,재단법인한국산업보건환경연구소부설 해상병원,29,정신병원,110000,서울,110013,영등포구,,서울특별시 영등포구 신길로 173 (신길동),02-844-6119,,20110328.0,3,0,0,0,3,0,0,0,0,0,0,0,0,,,202212,,0.0,126.9107282,37.5076024,0.0125934671389216,0.5,0.6
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzExIyQxIyQzIyQxMyQ0NjEwMDIjNTEjJDEjJDIjJDgz,가연관악산부인과의원,31,의원,110000,서울,110004,관악구,,서울특별시 관악구 남부순환로 1838 (봉천동),02-885-7900,,20090112.0,4,0,0,0,4,0,0,0,0,0,0,0,0,,,202212,,0.0,126.9539797,37.4804451,0.0156926406926406,0.0714285714285714,0.4
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzMxIyQxIyQ3IyQ5MiQ0NjEwMDIjNDEjJDEjJDgjJDgz,더바름정형외과의원,31,의원,110000,서울,110023,광진구,,서울특별시 광진구 아차산로 450-2 1~4층 (구의동),02-455-2018,,20180927.0,5,0,0,0,5,0,0,0,0,0,0,0,0,,,202212,,0.0,127.0924764,37.5387334,0.0270517461007891,0.4285714285714285,0.4
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzMxIyQxIyQ3IyQ2MiQ0NjE0ODEjNDEjJDEjJDgjJDgz,서울건우정형외과의원,31,의원,110000,서울,110002,강동구,,"서울특별시 강동구 고덕로 429 2,3층 (강일동)",02-426-9876,,20220727.0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,202212,,0.0,127.1735035,37.5575025,0.0107610192837465,0.3571428571428571,0.4
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzIxIyQxIyQxIyQ4OSQyNjEwMDIjNDEjJDEjJDgjJDgz,세종스포츠정형외과의원,31,의원,110000,서울,110023,광진구,,서울특별시 광진구 능동로 209 세종대학교 대양AI센터 1~2층 (군자동),02-2244-5161,,20191128.0,8,0,0,0,8,0,0,0,0,0,0,0,0,,,202212,,0.0,127.073884,37.5514706,0.0291178618032685,0.1428571428571428,0.4
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzMxIyQxIyQ3IyQ5OSQzNjE4MzIjNTEjJDEjJDIjJDgz,시너지정형외과의원,31,의원,110000,서울,110001,강남구,,"서울특별시 강남구 학동로 308 시너지정형외과빌딩 B1,2~5층 (논현동)",02-2015-1300,,20160531.0,2,0,0,0,2,0,0,0,0,0,0,0,0,,,202212,,0.0,127.0364282,37.5154506,0.0166350794341224,0.3571428571428571,0.4
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzUxIyQxIyQ1IyQ5OSQyNjEwMDIjNDEjJDEjJDQjJDgz,양재최의원,31,의원,110000,서울,110001,강남구,,서울특별시 강남구 남부순환로 2725 양재최의원 1~4층 (도곡동),02-575-8222,,19971216.0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,202212,,0.0,127.0440321,37.486218,0.0119047619047619,0.4285714285714285,0.4
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEyMjIjNjEjJDEjJDAjJDgz,연세더바로의원,31,의원,110000,서울,110001,강남구,,"서울특별시 강남구 논현로 853 클리닉나인빌딩 지하1층,지상2~6층 (신사동)",02-6353-5000,,20180830.0,10,0,0,0,10,0,0,0,0,0,0,0,0,,,202212,,0.0,127.0281101,37.5251091,0.0285398413388844,0.2142857142857142,0.4
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzExIyQxIyQ3IyQ5MiQyNjE0ODEjNjEjJDEjJDgjJDgz,연세에스의원,31,의원,110000,서울,110001,강남구,,서울특별시 강남구 학동로 171 삼익악기 빌딩 2층 (논현동),02-2156-8800,,20180430.0,2,0,0,0,2,0,0,0,0,0,0,0,0,,,202212,,0.0,127.0295704,37.5140539,0.0006887052341597,0.4285714285714285,0.4
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzQxIyQxIyQ3IyQ5OSQ0NjEwMDIjNDEjJDEjJDgjJDgz,유엔비외과의원,31,의원,110000,서울,110022,노원구,,"서울특별시 노원구 동일로215길 2 하나빌딩 5,6층 (상계동)",02-939-2022,,20220929.0,3,0,0,0,3,0,0,0,0,0,0,0,0,,,202212,,0.0,127.0609342,37.6515441,0.0006887052341597,0.1428571428571428,0.4
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQxIyQ4OSQzNjE4MzIjNjEjJDEjJDgjJDgz,의료법인일맥의료재단 강동인애가의원,31,의원,110000,서울,110002,강동구,,"서울특별시 강동구 성내로6길 15 (지하1층,지상2,4층 일부) 3층 (성내동)",02-477-9661,,20121015.0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,202212,,0.0,127.1230135,37.5288694,0.0238095238095238,0.4285714285714285,0.4
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzUxIyQxIyQxIyQ4OSQzNjE0ODEjNjEjJDEjJDAjJDgz,이담외과의원,31,의원,110000,서울,110001,강남구,,서울특별시 강남구 도산대로 235 평화빌딩 3층 (신사동),02-547-2004,,20210217.0,4,0,0,0,4,0,0,0,0,0,0,0,0,,,202212,,0.0,127.0326467,37.5215843,0.0138290853531495,0.2857142857142857,0.4
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzIxIyQxIyQ1IyQ5OSQ0NjEwMDIjNDEjJDEjJDgjJDgz,이레알찬정형외과의원,31,의원,110000,서울,110015,은평구,,"서울특별시 은평구 연서로 134 신성빌딩 4,5층 (역촌동)",02-359-9500,,20121106.0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,202212,,0.0,126.9174382,37.6106754,0.0125934671389216,0.2142857142857142,0.4
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzQxIyQxIyQ3IyQ5OSQzNjEyMjIjNDEjJDEjJDgjJDgz,제이본정형외과의원,31,의원,110000,서울,110020,양천구,,"서울특별시 양천구 목동중앙북로 68 2층 201~216호 (목동, 목동에버하임)",02-2652-3175,,20201211.0,2,0,0,0,2,0,0,0,0,0,0,0,0,,,202212,,0.0,126.8706816,37.5465852,0.0270517461007891,0.4285714285714285,0.4
JDQ4MTg4MSM1MSMkMSMkMCMkNjIkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEwMDIjNTEjJDEjJDYjJDgz,경희대학교치과병원,41,치과병원,110000,서울,110007,동대문구,,"서울특별시 동대문구 경희대로 23 (회기동, 경희의료원)",02-958-8114,,19711005.0,147,0,0,0,0,0,26,75,46,0,0,0,0,,,202212,http://www.khudh.or.kr/,0.0,127.051852,37.5941195,0.0215220385674931,0.0714285714285714,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkNjIkMzgxMzUxIzExIyQxIyQzIyQ4MiQzNjEyMjIjODEjJDEjJDIjJDgz,서울대학교치과병원,41,치과병원,110000,서울,110016,종로구,,서울특별시 종로구 대학로 101 (연건동),02-2072-2655,,20040901.0,245,0,0,0,8,0,46,100,91,0,0,0,0,,,202212,http://www.snudh.or.kr,0.0,126.9990168,37.5797151,0.0521232654904903,0.1428571428571428,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkNjIkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEyMjIjNDEjJDEjJDgjJDgz,연세대학교치과대학치과병원,41,치과병원,110000,서울,110010,서대문구,,서울특별시 서대문구 연세로 50-1 (신촌동),02-2228-8622,,19740401.0,212,0,0,0,1,0,32,103,76,0,0,0,0,,,202212,http://sev.iseverance.com/dental/,0.0,126.9408265,37.5623446,0.0388410931174089,0.2857142857142857,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkMzgxMTkxIzExIyQxIyQzIyQ5OSQzNjE0ODEjNjEjJDEjJDgjJDgz,(의)가산의료재단 광동한방병원,92,한방병원,110000,서울,110001,강남구,,서울특별시 강남구 봉은사로 612 (삼성동),2222-4888,,19940425.0,15,1,0,0,2,0,0,0,0,3,4,0,5,,,202212,http://www.ekwangdong.co.kr,0.0,127.0621662,37.5142863,0.0406411770048133,0.5,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkMzgxMTkxIzExIyQxIyQ3IyQxMyQzNjEwMDIjNDEjJDEjJDgjJDgz,365다시재한방병원,92,한방병원,110000,서울,110018,송파구,,"서울특별시 송파구 위례서로 248 3층 일부, 4층 (거여동)",02-512-0750,,20210826.0,5,1,0,0,0,0,0,0,0,0,0,0,4,,,202212,,0.0,127.1422629,37.4866428,0.0003443526170798,0.2857142857142857,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkMzgxMTkxIzExIyQxIyQ3IyQ3MiQzNjEyMjIjNDEjJDEjJDgjJDgz,강남위담한방병원,92,한방병원,110000,서울,110001,강남구,,"서울특별시 강남구 삼성로 402 지하2층일부, 2~7층 (대치동)",02-6204-1800,,20180626.0,7,1,0,0,0,0,0,0,0,4,0,0,2,,,202212,,0.0,127.0588557,37.5033724,0.0003443526170798,0.5,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkMzgxMTkxIzIxIyQxIyQxIyQ3OSQ0NjEwMDIjNjEjJDEjJDQjJDgz,강남푸른숲한방병원,92,한방병원,110000,서울,110018,송파구,,서울특별시 송파구 삼전로 42 지하1~6층 (삼전동),02-424-2340,,20220526.0,3,0,0,0,1,0,0,0,0,2,0,0,0,,,202212,,0.0,127.0870096,37.502627,0.0003443526170798,0.5,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkMzgxMTkxIzExIyQxIyQzIyQxMyQzNjEyMjIjNTEjJDEjJDYjJDgz,강동한방병원,92,한방병원,110000,서울,110002,강동구,,서울특별시 강동구 양재대로 1556 (길동),02-455-4500,,20111101.0,4,0,0,0,1,0,0,0,0,3,0,0,0,,,202212,,0.0,127.1427559,37.5444572,0.0119047619047619,0.5,0.6
